time	V(1)	V(2)	I(L1)
7.229191796460958e-003	7.257431e-001	6.190851e-001	-5.690175e-004
7.232338617399630e-003	6.836910e-001	1.020518e+000	-8.309796e-004
7.235479322120180e-003	6.431856e-001	1.426036e+000	-1.076982e-003
7.237882263533567e-003	6.136606e-001	1.719011e+000	-1.255076e-003
7.240540862858340e-003	5.823321e-001	2.013918e+000	-1.441181e-003
7.243965673196518e-003	5.430107e-001	2.353111e+000	-1.666431e-003
7.247883926583025e-003	4.982376e-001	2.683829e+000	-1.902546e-003
7.254244241598913e-003	4.237468e-001	3.113176e+000	-2.241213e-003
7.261068053074269e-003	3.379492e-001	3.423783e+000	-2.527765e-003
7.274715676024980e-003	1.512497e-001	3.697290e+000	-2.880759e-003
7.288991476015331e-003	-5.216916e-002	3.649710e+000	-2.982473e-003
7.299572159636762e-003	-1.940204e-001	3.404381e+000	-2.841579e-003
7.311222603008344e-003	-3.182345e-001	2.997522e+000	-2.486492e-003
7.322692271482269e-003	-3.859101e-001	2.566559e+000	-2.009858e-003
7.336263143024383e-003	-3.824800e-001	2.129210e+000	-1.392396e-003
7.348683298930252e-003	-3.020130e-001	1.878278e+000	-8.800873e-004
7.358001734934467e-003	-1.918457e-001	1.840118e+000	-5.982051e-004
7.366520732699432e-003	-6.034333e-002	1.948168e+000	-4.681014e-004
7.374826380715240e-003	8.267826e-002	2.180459e+000	-4.786886e-004
7.383258053513650e-003	2.286825e-001	2.529614e+000	-6.381538e-004
7.392757911782323e-003	3.749722e-001	3.020309e+000	-9.864339e-004
7.403779153096915e-003	4.968812e-001	3.640715e+000	-1.561484e-003
7.415914929815898e-003	5.461929e-001	4.273886e+000	-2.309314e-003
7.429558420298912e-003	4.790636e-001	4.776323e+000	-3.128806e-003
7.444036663417258e-003	2.812735e-001	4.963771e+000	-3.799228e-003
7.455000911821289e-003	5.987360e-002	4.811348e+000	-4.059071e-003
7.463260247813515e-003	-1.346693e-001	4.491395e+000	-4.034581e-003
7.472048051522307e-003	-3.419171e-001	3.983509e+000	-3.781369e-003
7.481432629693708e-003	-5.338686e-001	3.319365e+000	-3.284614e-003
7.492727045104869e-003	-6.923073e-001	2.458000e+000	-2.455691e-003
7.504868661714072e-003	-7.636230e-001	1.563575e+000	-1.416100e-003
7.511780039317614e-003	-7.444553e-001	1.104340e+000	-8.043164e-004
7.518328244074547e-003	-6.808724e-001	6.998032e-001	-2.490334e-004
7.522411455508938e-003	-6.241727e-001	4.421544e-001	6.777373e-005
7.526621251149939e-003	-5.549958e-001	1.623529e-001	3.589092e-004
7.531123144031500e-003	-4.766743e-001	-1.540261e-001	6.269071e-004
7.537575157217557e-003	-3.658096e-001	-6.352009e-001	9.455432e-004
7.542333023259584e-003	-2.908676e-001	-1.004129e+000	1.133945e-003
7.546781918990044e-003	-2.300505e-001	-1.340372e+000	1.272731e-003
7.550100302697580e-003	-1.917816e-001	-1.564258e+000	1.355834e-003
7.554036479777861e-003	-1.544110e-001	-1.789459e+000	1.434201e-003
7.559025401964167e-003	-1.165092e-001	-2.026175e+000	1.511751e-003
7.564665736938598e-003	-8.446638e-002	-2.240275e+000	1.576827e-003
7.571437736836599e-003	-5.822748e-002	-2.440498e+000	1.632517e-003
7.578359317442180e-003	-4.212282e-002	-2.599620e+000	1.673360e-003
7.585041567298372e-003	-3.506379e-002	-2.720788e+000	1.703719e-003
7.592294979234578e-003	-3.422895e-002	-2.828878e+000	1.733198e-003
7.599120763261922e-003	-3.791286e-002	-2.916265e+000	1.762353e-003
7.607254792229326e-003	-4.551842e-002	-3.008986e+000	1.802618e-003
7.615755833146030e-003	-5.435564e-002	-3.097284e+000	1.853061e-003
7.625838805323451e-003	-6.291134e-002	-3.191904e+000	1.923208e-003
7.636510399472873e-003	-6.644823e-002	-3.277464e+000	2.004528e-003
7.648947850313690e-003	-6.055729e-002	-3.350464e+000	2.096800e-003
7.663246682718195e-003	-4.123321e-002	-3.394438e+000	2.184272e-003
7.674060260180694e-003	-1.856972e-002	-3.394226e+000	2.226084e-003
7.682519705720376e-003	3.158978e-003	-3.369235e+000	2.235372e-003
7.690679766544569e-003	2.526411e-002	-3.326006e+000	2.221755e-003
7.699097595434563e-003	4.663748e-002	-3.266155e+000	2.184666e-003
7.709746395869679e-003	6.835658e-002	-3.178193e+000	2.110595e-003
7.721101086179662e-003	8.127527e-002	-3.083851e+000	2.009874e-003
7.734416547771635e-003	7.938455e-002	-2.993643e+000	1.884043e-003
7.749072885052976e-003	5.746695e-002	-2.937982e+000	1.763113e-003
7.759999570895025e-003	2.863718e-002	-2.937958e+000	1.702777e-003
7.768518797421096e-003	-1.304153e-004	-2.970143e+000	1.685934e-003
7.776307846168828e-003	-2.856341e-002	-3.023798e+000	1.698664e-003
7.784320078054097e-003	-5.676012e-002	-3.098997e+000	1.740868e-003
7.794608657160053e-003	-8.725008e-002	-3.213300e+000	1.830929e-003
7.805665613848763e-003	-1.079700e-001	-3.340773e+000	1.959267e-003
7.818620183846482e-003	-1.112514e-001	-3.470196e+000	2.126904e-003
7.832602089544961e-003	-8.849882e-002	-3.556892e+000	2.291619e-003
7.845914980639121e-003	-4.454472e-002	-3.571369e+000	2.403380e-003
7.854838754683728e-003	-4.910210e-003	-3.533465e+000	2.435333e-003
7.862689881747646e-003	3.396053e-002	-3.463776e+000	2.422726e-003
7.870880354451555e-003	7.359978e-002	-3.362128e+000	2.368554e-003
7.880801358606958e-003	1.146843e-001	-3.214285e+000	2.255085e-003
7.891890837121746e-003	1.450173e-001	-3.039828e+000	2.083366e-003
7.904520030043979e-003	1.525605e-001	-2.863337e+000	1.861570e-003
7.918517740139000e-003	1.245060e-001	-2.738340e+000	1.635079e-003
7.933443623416973e-003	5.937472e-002	-2.710992e+000	1.462659e-003
7.943122504459513e-003	1.421144e-003	-2.766786e+000	1.416774e-003
7.951067562698626e-003	-5.192577e-002	-2.865662e+000	1.438238e-003
7.959352672290025e-003	-1.058523e-001	-3.009241e+000	1.518482e-003
7.969480348257630e-003	-1.612862e-001	-3.217474e+000	1.682562e-003
7.980690945466140e-003	-2.000662e-001	-3.456837e+000	1.923683e-003
7.993486258854219e-003	-2.059042e-001	-3.692934e+000	2.229905e-003
8.007611933128669e-003	-1.627423e-001	-3.852648e+000	2.536285e-003
8.021356224013610e-003	-7.800391e-002	-3.876053e+000	2.745990e-003
8.030366798309915e-003	-3.488979e-003	-3.801274e+000	2.801407e-003
8.038195289546923e-003	6.837761e-002	-3.668949e+000	2.773334e-003
8.046329352377729e-003	1.408188e-001	-3.479081e+000	2.668596e-003
8.056409212784719e-003	2.168038e-001	-3.199113e+000	2.449652e-003
8.067509083498315e-003	2.705971e-001	-2.876651e+000	2.127494e-003
8.080303265129209e-003	2.809963e-001	-2.550560e+000	1.711103e-003
8.094397189322925e-003	2.272041e-001	-2.316288e+000	1.285883e-003
8.106644436741695e-003	1.287285e-001	-2.268185e+000	1.017784e-003
8.116773048615723e-003	1.735521e-002	-2.365836e+000	9.174445e-004
8.124943723760450e-003	-8.335105e-002	-2.542683e+000	9.445202e-004
8.133452144762732e-003	-1.866094e-001	-2.808223e+000	1.084639e-003
8.143309669922261e-003	-2.889297e-001	-3.179461e+000	1.368597e-003
8.154553013950570e-003	-3.658981e-001	-3.626032e+000	1.807765e-003
8.167057441278146e-003	-3.840758e-001	-4.064309e+000	2.360582e-003
8.181102145233547e-003	-3.104879e-001	-4.367896e+000	2.925724e-003
8.197238710700439e-003	-1.287115e-001	-4.416677e+000	3.374410e-003
8.207161906094211e-003	2.325183e-002	-4.250645e+000	3.469263e-003
8.215386010532321e-003	1.626370e-001	-3.971854e+000	3.384566e-003
8.224025548973699e-003	3.007918e-001	-3.577427e+000	3.140526e-003
8.234432269109202e-003	4.341931e-001	-3.029075e+000	2.678958e-003
8.245922402294367e-003	5.194986e-001	-2.414569e+000	2.030443e-003
8.257420660439078e-003	5.258496e-001	-1.872720e+000	1.321357e-003
8.266966246353598e-003	4.644500e-001	-1.539390e+000	7.577515e-004
8.274378618057774e-003	3.730534e-001	-1.391850e+000	3.832696e-004
8.280322521006153e-003	2.747664e-001	-1.360155e+000	1.479375e-004
8.284691968801480e-003	1.902325e-001	-1.393801e+000	2.393496e-005
8.288756217051030e-003	1.039080e-001	-1.472633e+000	-4.661080e-005
8.293019277590855e-003	7.911267e-003	-1.604733e+000	-6.927249e-005
8.298953763619277e-003	-1.299179e-001	-1.859989e+000	-1.843990e-005
8.305259603926658e-003	-2.732886e-001	-2.214382e+000	1.503111e-004
8.315859271022885e-003	-4.897276e-001	-2.935651e+000	6.526393e-004
8.325952205977398e-003	-6.394645e-001	-3.680068e+000	1.330230e-003
8.339138357188884e-003	-7.173041e-001	-4.596790e+000	2.395487e-003
8.351738508762790e-003	-6.467062e-001	-5.231285e+000	3.399191e-003
8.365917400420508e-003	-4.023439e-001	-5.510197e+000	4.291773e-003
8.377352283951612e-003	-1.061448e-001	-5.339192e+000	4.684382e-003
8.385763129604573e-003	1.518957e-001	-4.934948e+000	4.679068e-003
8.394769171399445e-003	4.320904e-001	-4.268675e+000	4.363608e-003
8.403905617651229e-003	6.813484e-001	-3.430152e+000	3.749809e-003
8.415239192518253e-003	9.012139e-001	-2.290199e+000	2.677161e-003
8.426532552353570e-003	1.013386e+000	-1.138648e+000	1.416543e-003
8.431555993015375e-003	1.016790e+000	-5.995597e-001	8.215117e-004
8.436480296505703e-003	9.880795e-001	2.615041e-003	2.396136e-004
8.440413884974575e-003	9.540353e-001	5.588028e-001	-2.119077e-004
8.443216508008862e-003	9.263257e-001	9.987915e-001	-5.227951e-004
8.446025558672094e-003	8.977842e-001	1.453850e+000	-8.247892e-004
8.448135362803805e-003	8.763189e-001	1.783074e+000	-1.045282e-003
8.450442842137064e-003	8.525239e-001	2.118167e+000	-1.279281e-003
8.453494503621534e-003	8.198479e-001	2.523655e+000	-1.578305e-003
8.457037955098947e-003	7.786678e-001	2.937486e+000	-1.907954e-003
8.462911743857403e-003	7.012499e-001	3.508530e+000	-2.413418e-003
8.469168975235185e-003	6.009455e-001	3.944814e+000	-2.871033e-003
8.481683437990752e-003	3.527810e-001	4.370158e+000	-3.512274e-003
8.496634077179890e-003	9.466669e-003	4.345933e+000	-3.862414e-003
8.506441165299760e-003	-2.263395e-001	4.004654e+000	-3.769014e-003
8.516863851139523e-003	-4.546755e-001	3.394804e+000	-3.345957e-003
8.527452985408402e-003	-6.253842e-001	2.660620e+000	-2.665194e-003
8.539862498706596e-003	-7.299832e-001	1.782980e+000	-1.675934e-003
8.547309305922748e-003	-7.267094e-001	1.301353e+000	-1.044612e-003
8.556270662246821e-003	-6.529681e-001	7.774312e-001	-3.088151e-004
8.561545896417661e-003	-5.829131e-001	4.764342e-001	8.398595e-005
8.565576719299568e-003	-5.163946e-001	2.415879e-001	3.471659e-004
8.569495608688334e-003	-4.470586e-001	6.145439e-003	5.613877e-004
8.577333387465866e-003	-3.099783e-001	-4.806667e-001	8.994806e-004
8.583830600341558e-003	-2.083208e-001	-8.932350e-001	1.101171e-003
8.590608071272076e-003	-1.220261e-001	-1.307022e+000	1.237050e-003
8.595160321388341e-003	-7.861064e-002	-1.547729e+000	1.293614e-003
8.600191873120814e-003	-4.527283e-002	-1.765134e+000	1.329637e-003
8.605330576588990e-003	-2.283588e-002	-1.949541e+000	1.350671e-003
8.609408990748574e-003	-1.267252e-002	-2.074145e+000	1.359752e-003
8.612788241415509e-003	-9.333380e-003	-2.165103e+000	1.364234e-003
8.616344483694636e-003	-1.007584e-002	-2.252426e+000	1.368312e-003
8.620208384084815e-003	-1.498654e-002	-2.340967e+000	1.374212e-003
8.624946685681135e-003	-2.576147e-002	-2.444222e+000	1.386158e-003
8.630651500664607e-003	-4.385763e-002	-2.565293e+000	1.410748e-003
8.637653558353850e-003	-7.081132e-002	-2.713698e+000	1.459930e-003
8.645830376561836e-003	-1.044060e-001	-2.889657e+000	1.546666e-003
8.655321244263251e-003	-1.399123e-001	-3.095330e+000	1.685615e-003
8.665921689111174e-003	-1.672033e-001	-3.315590e+000	1.878984e-003
8.677787321988668e-003	-1.740382e-001	-3.526696e+000	2.117646e-003
8.691023837651442e-003	-1.455255e-001	-3.676789e+000	2.360005e-003
8.708526771133195e-003	-6.279788e-002	-3.728420e+000	2.588941e-003
8.718434535619449e-003	2.005418e-003	-3.669824e+000	2.641244e-003
8.726414821342154e-003	6.098383e-002	-3.559816e+000	2.614263e-003
8.734805868971381e-003	1.204977e-001	-3.399419e+000	2.520912e-003
8.745014398006517e-003	1.803888e-001	-3.169540e+000	2.334897e-003
8.756327226673206e-003	2.207114e-001	-2.907279e+000	2.065005e-003
8.769247923989358e-003	2.232296e-001	-2.652495e+000	1.727281e-003
8.783671896355292e-003	1.705373e-001	-2.484812e+000	1.392557e-003
8.797369897663296e-003	7.460021e-002	-2.474572e+000	1.179419e-003
8.806949522390303e-003	-1.342761e-002	-2.575511e+000	1.131500e-003
8.815219363198359e-003	-9.601510e-002	-2.741910e+000	1.182348e-003
8.823808491180673e-003	-1.769385e-001	-2.974550e+000	1.325412e-003
8.834348585131846e-003	-2.567246e-001	-3.304208e+000	1.601401e-003
8.845798374349864e-003	-3.050182e-001	-3.662709e+000	1.982904e-003
8.858967818102187e-003	-2.976620e-001	-3.996839e+000	2.449315e-003
8.873633917332638e-003	-2.130569e-001	-4.194601e+000	2.894638e-003
8.886396305784125e-003	-8.379455e-002	-4.175868e+000	3.141258e-003
8.895184176613245e-003	2.901587e-002	-4.031798e+000	3.183429e-003
8.903528451124920e-003	1.429661e-001	-3.793048e+000	3.099573e-003
8.912151814446696e-003	2.522342e-001	-3.470120e+000	2.891906e-003
8.922867224761936e-003	3.587410e-001	-3.012611e+000	2.497056e-003
8.934359884455897e-003	4.179870e-001	-2.527601e+000	1.968383e-003
8.947800966133237e-003	4.056953e-001	-2.054566e+000	1.310966e-003
8.958408307738244e-003	3.308134e-001	-1.816355e+000	8.413512e-004
8.966949733043775e-003	2.255932e-001	-1.761827e+000	5.547901e-004
8.975010924495618e-003	9.703897e-002	-1.846711e+000	4.042240e-004
8.984062256686895e-003	-6.573658e-002	-2.088631e+000	3.893756e-004
8.992556034270481e-003	-2.214912e-001	-2.441041e+000	5.342204e-004
9.001919113311864e-003	-3.771483e-001	-2.940022e+000	8.745008e-004
9.012775800182083e-003	-5.114863e-001	-3.582196e+000	1.452709e-003
9.024766325198760e-003	-5.752935e-001	-4.255240e+000	2.223612e-003
9.038208971209445e-003	-5.221771e-001	-4.813615e+000	3.089143e-003
9.052467239995286e-003	-3.324185e-001	-5.060062e+000	3.822740e-003
9.064035925627347e-003	-9.453478e-002	-4.934772e+000	4.154399e-003
9.072479787009556e-003	1.127362e-001	-4.616694e+000	4.159393e-003
9.081581342173182e-003	3.405726e-001	-4.081704e+000	3.912652e-003
9.090611270275075e-003	5.398469e-001	-3.419245e+000	3.433280e-003
9.101970180316183e-003	7.182608e-001	-2.506137e+000	2.575594e-003
9.113770430500243e-003	8.060668e-001	-1.574897e+000	1.520958e-003
9.120777377816681e-003	7.939616e-001	-1.058386e+000	8.657238e-004
9.128619047513397e-003	7.224306e-001	-4.869049e-001	1.594820e-004
9.133463904354693e-003	6.575314e-001	-1.007985e-001	-2.389251e-004
9.138234224085167e-003	5.832896e-001	3.232991e-001	-5.883329e-004
9.142528615218828e-003	5.155516e-001	7.401236e-001	-8.682942e-004
9.146100160283109e-003	4.620394e-001	1.103699e+000	-1.075206e-003
9.149442425341357e-003	4.160646e-001	1.436262e+000	-1.248906e-003
9.152212835225541e-003	3.814400e-001	1.688048e+000	-1.378978e-003
9.155505083977564e-003	3.444069e-001	1.947635e+000	-1.516496e-003
9.161178471674674e-003	2.879557e-001	2.308326e+000	-1.716771e-003
9.171072460236860e-003	2.018124e-001	2.758235e+000	-1.985350e-003
9.183101126255868e-003	1.092323e-001	3.083197e+000	-2.199619e-003
9.194999796278344e-003	2.768959e-002	3.209312e+000	-2.293334e-003
9.207988326655365e-003	-4.906638e-002	3.190700e+000	-2.275629e-003
9.220340632495841e-003	-1.039571e-001	3.083016e+000	-2.163555e-003
9.234356763840499e-003	-1.367593e-001	2.920693e+000	-1.962944e-003
9.247809400913146e-003	-1.317064e-001	2.792008e+000	-1.753354e-003
9.264693355219443e-003	-8.034043e-002	2.721592e+000	-1.534778e-003
9.276151921193942e-003	-2.264926e-002	2.753932e+000	-1.451676e-003
9.284563743588053e-003	2.928188e-002	2.836439e+000	-1.451558e-003
9.293632411363504e-003	8.648687e-002	2.973535e+000	-1.514467e-003
9.302715238920905e-003	1.371318e-001	3.144336e+000	-1.637015e-003
9.314089150437927e-003	1.823613e-001	3.377342e+000	-1.855019e-003
9.325894995123627e-003	1.988009e-001	3.599914e+000	-2.120017e-003
9.339983058220024e-003	1.699486e-001	3.777791e+000	-2.420328e-003
9.357215264762873e-003	7.926185e-002	3.836890e+000	-2.690398e-003
9.367378941808342e-003	2.273366e-003	3.767872e+000	-2.758693e-003
9.375358212638607e-003	-6.695344e-002	3.640554e+000	-2.731826e-003
9.383764160259243e-003	-1.377468e-001	3.452792e+000	-2.626487e-003
9.393776616473353e-003	-2.084880e-001	3.187564e+000	-2.416501e-003
9.405048990016873e-003	-2.586856e-001	2.876944e+000	-2.102817e-003
9.417782091023143e-003	-2.659011e-001	2.572882e+000	-1.709351e-003
9.432096838605476e-003	-2.103038e-001	2.357291e+000	-1.305215e-003
9.444753193680129e-003	-1.106922e-001	2.322828e+000	-1.052756e-003
9.454703884685476e-003	-5.186869e-003	2.425349e+000	-9.709504e-004
9.462780372482356e-003	8.977246e-002	2.599808e+000	-1.006788e-003
9.471138041581803e-003	1.853105e-001	2.853728e+000	-1.147573e-003
9.481256185824325e-003	2.827460e-001	3.219495e+000	-1.434625e-003
9.492483929022539e-003	3.513343e-001	3.641397e+000	-1.858419e-003
9.505242756824409e-003	3.621434e-001	4.056047e+000	-2.395019e-003
9.519345759246829e-003	2.837147e-001	4.322914e+000	-2.920734e-003
9.535836204633628e-003	9.923483e-002	4.335958e+000	-3.326637e-003
9.545446175138281e-003	-4.295782e-002	4.161595e+000	-3.389576e-003
9.553958263329642e-003	-1.795879e-001	3.869367e+000	-3.280874e-003
9.562900285344034e-003	-3.115636e-001	3.467897e+000	-3.014443e-003
9.573600210514044e-003	-4.325184e-001	2.925832e+000	-2.535690e-003
9.585321980848724e-003	-5.004011e-001	2.339577e+000	-1.889565e-003
9.596678121225688e-003	-4.897332e-001	1.857339e+000	-1.225421e-003
9.605984179801231e-003	-4.192335e-001	1.582479e+000	-7.199888e-004
9.613462263276279e-003	-3.216632e-001	1.476495e+000	-3.856741e-004
9.619729736717805e-003	-2.155273e-001	1.481780e+000	-1.802785e-004
9.624848694661427e-003	-1.158533e-001	1.553816e+000	-7.378167e-005
9.628825593616070e-003	-3.207306e-002	1.655779e+000	-3.704121e-005
9.633037644886397e-003	6.047225e-002	1.806133e+000	-4.459172e-005
9.637207054706731e-003	1.528743e-001	1.999438e+000	-1.080801e-004
9.645545874347399e-003	3.302489e-001	2.479054e+000	-3.729935e-004
9.654954527129859e-003	5.010127e-001	3.106993e+000	-8.504447e-004
9.666951211710457e-003	6.457996e-001	3.950581e+000	-1.674214e-003
9.678961199667035e-003	6.776369e-001	4.694431e+000	-2.607001e-003
9.693048906422601e-003	5.551305e-001	5.260870e+000	-3.629861e-003
9.706484349102517e-003	2.998924e-001	5.388535e+000	-4.340862e-003
9.716538694885576e-003	3.495177e-002	5.153041e+000	-4.579876e-003
9.724574466855361e-003	-2.037771e-001	4.732242e+000	-4.511301e-003
9.732979018560690e-003	-4.488944e-001	4.105787e+000	-4.176305e-003
9.742764324868021e-003	-6.922900e-001	3.229411e+000	-3.499540e-003
9.753948072443576e-003	-8.787268e-001	2.157843e+000	-2.454231e-003
9.765596185767340e-003	-9.629642e-001	1.043209e+000	-1.197422e-003
9.770220154926112e-003	-9.558401e-001	5.829825e-001	-6.781272e-004
9.774677390206878e-003	-9.216254e-001	7.972468e-002	-1.858952e-004
9.779257485686628e-003	-8.749400e-001	-5.146401e-001	3.004060e-004
9.782195828117762e-003	-8.419641e-001	-9.382871e-001	5.986392e-004
9.785217002388149e-003	-8.076500e-001	-1.390821e+000	8.923262e-004
9.787630014287662e-003	-7.807275e-001	-1.738780e+000	1.118266e-003
9.790046578363038e-003	-7.539150e-001	-2.056831e+000	1.334522e-003
9.794853235661843e-003	-6.993949e-001	-2.617174e+000	1.741977e-003
9.799472860840401e-003	-6.439914e-001	-3.079372e+000	2.107573e-003
9.803945489181511e-003	-5.850177e-001	-3.441123e+000	2.428203e-003
9.810031998468770e-003	-4.948295e-001	-3.814712e+000	2.809559e-003
9.816557748967622e-003	-3.832527e-001	-4.054961e+000	3.122458e-003
9.829518485905544e-003	-1.326357e-001	-4.187318e+000	3.494634e-003
9.839328915530772e-003	6.917387e-002	-4.037957e+000	3.551669e-003
9.848797043775356e-003	2.593949e-001	-3.678084e+000	3.367873e-003
9.858787541853558e-003	4.292017e-001	-3.155751e+000	2.953728e-003
9.870279481386189e-003	5.613948e-001	-2.483179e+000	2.278455e-003
9.881098856763051e-003	6.061338e-001	-1.877587e+000	1.537169e-003
9.891040486482542e-003	5.714265e-001	-1.411855e+000	8.412664e-004
9.897436564716524e-003	5.062529e-001	-1.195098e+000	4.303919e-004
9.903542675619893e-003	4.124957e-001	-1.071110e+000	9.651387e-005
9.908627166892350e-003	3.160365e-001	-1.035775e+000	-1.243835e-004
9.913597444619797e-003	2.071724e-001	-1.079347e+000	-2.723903e-004
9.920131750076186e-003	4.946363e-002	-1.251844e+000	-3.625231e-004
9.926984425125090e-003	-1.253446e-001	-1.565344e+000	-3.192573e-004
9.935952716594578e-003	-3.528080e-001	-2.143930e+000	-4.840143e-005
9.945552405078460e-003	-5.707587e-001	-2.901219e+000	4.801411e-004
9.955599813577217e-003	-7.428585e-001	-3.766889e+000	1.257750e-003
9.965274290067133e-003	-8.218042e-001	-4.562050e+000	2.148617e-003
9.977389718530445e-003	-7.798499e-001	-5.348323e+000	3.290074e-003
9.990189585517600e-003	-5.720974e-001	-5.770059e+000	4.294798e-003
1.000423613157920e-002	-1.911288e-001	-5.682980e+000	4.978009e-003
1.001332464974817e-002	1.156355e-001	-5.270986e+000	5.064178e-003
1.002197993213914e-002	4.240819e-001	-4.592453e+000	4.790923e-003
1.003090779880262e-002	7.127696e-001	-3.692972e+000	4.176084e-003
1.004180779154811e-002	9.790696e-001	-2.457789e+000	3.070052e-003
1.005312806464164e-002	1.147980e+000	-1.126950e+000	1.677169e-003
1.005692638526858e-002	1.168898e+000	-6.520215e-001	1.168298e-003
1.006089140197467e-002	1.163892e+000	-9.120197e-002	6.239093e-004
1.006405663894709e-002	1.150356e+000	4.229880e-001	1.926026e-004
1.006685494671833e-002	1.133511e+000	9.299220e-001	-1.837695e-004
1.006915761084993e-002	1.117815e+000	1.366713e+000	-4.890395e-004
1.007123929425030e-002	1.102620e+000	1.755171e+000	-7.609960e-004
1.007339836473199e-002	1.085595e+000	2.136184e+000	-1.038487e-003
1.007629159615923e-002	1.059978e+000	2.608035e+000	-1.402370e-003
1.008012351186236e-002	1.020039e+000	3.170117e+000	-1.869285e-003
1.008468302184832e-002	9.597039e-001	3.734961e+000	-2.392720e-003
1.009242299541189e-002	8.252938e-001	4.471010e+000	-3.191768e-003
1.010077228681672e-002	6.324098e-001	4.944813e+000	-3.874594e-003
1.011374692836636e-002	2.568442e-001	5.119664e+000	-4.536493e-003
1.012420614147096e-002	-8.575092e-002	4.830774e+000	-4.680033e-003
1.013333047460734e-002	-3.901466e-001	4.249150e+000	-4.433169e-003
1.014287543908710e-002	-6.717396e-001	3.409725e+000	-3.821995e-003
1.015391563617223e-002	-9.085106e-001	2.302808e+000	-2.782349e-003
1.016505648203978e-002	-1.041377e+000	1.144886e+000	-1.520017e-003
1.016958842166210e-002	-1.053720e+000	6.453884e-001	-9.680173e-004
1.017405992553967e-002	-1.036608e+000	8.617765e-002	-4.174586e-004
1.017755802135553e-002	-1.012815e+000	-4.192813e-001	5.202262e-006
1.018058878825487e-002	-9.876117e-001	-9.094678e-001	3.626760e-004
1.018296691283918e-002	-9.666224e-001	-1.312967e+000	6.365289e-004
1.018522029614881e-002	-9.463350e-001	-1.688562e+000	8.901479e-004
1.018750850840710e-002	-9.250830e-001	-2.045612e+000	1.141164e-003
1.019113481319550e-002	-8.888373e-001	-2.557080e+000	1.525096e-003
1.019622825567948e-002	-8.316239e-001	-3.186495e+000	2.039057e-003
1.020088015751386e-002	-7.704018e-001	-3.667204e+000	2.476876e-003
1.020618683003614e-002	-6.870144e-001	-4.099432e+000	2.928911e-003
1.021203416818588e-002	-5.744210e-001	-4.415871e+000	3.339658e-003
1.022372884448537e-002	-3.040149e-001	-4.678969e+000	3.909620e-003
1.023439668071190e-002	-2.510367e-002	-4.574908e+000	4.139831e-003
1.024324416994560e-002	2.167053e-001	-4.215409e+000	4.050036e-003
1.025252798814456e-002	4.524835e-001	-3.626823e+000	3.673577e-003
1.026301657707921e-002	6.619463e-001	-2.820924e+000	2.970488e-003
1.027484144268944e-002	8.056490e-001	-1.864977e+000	1.952634e-003
1.028285055993676e-002	8.281645e-001	-1.235487e+000	1.190312e-003
1.029130698088486e-002	7.813468e-001	-5.684578e-001	3.841973e-004
1.029711601854614e-002	7.180719e-001	-6.068470e-002	-1.337802e-004
1.030217767612309e-002	6.489733e-001	4.471644e-001	-5.439459e-004
1.030644586840627e-002	5.889418e-001	9.217915e-001	-8.572203e-004
1.031011032451088e-002	5.399927e-001	1.339698e+000	-1.101700e-003
1.031361014743419e-002	4.968319e-001	1.714831e+000	-1.315701e-003
1.031683746058163e-002	4.599531e-001	2.022548e+000	-1.497060e-003
1.032062354496166e-002	4.192908e-001	2.334293e+000	-1.691023e-003
1.032541254119879e-002	3.700065e-001	2.658177e+000	-1.908053e-003
1.033289499021966e-002	2.939481e-001	3.021784e+000	-2.181235e-003
1.034618554391222e-002	1.565673e-001	3.381041e+000	-2.506775e-003
1.036032867111995e-002	8.524653e-003	3.477759e+000	-2.657369e-003
1.037057801027227e-002	-9.369677e-002	3.376586e+000	-2.616529e-003
1.038144970323632e-002	-1.849394e-001	3.153221e+000	-2.434524e-003
1.039314503228801e-002	-2.497640e-001	2.862370e+000	-2.131896e-003
1.040599069392048e-002	-2.679765e-001	2.563806e+000	-1.739595e-003
1.042041573273309e-002	-2.208670e-001	2.337773e+000	-1.320947e-003
1.043295187007032e-002	-1.267199e-001	2.289443e+000	-1.052583e-003
1.044314437458670e-002	-1.964803e-002	2.382741e+000	-9.511673e-004
1.045131051818728e-002	7.735911e-002	2.552425e+000	-9.742877e-004
1.045982926106554e-002	1.775449e-001	2.808406e+000	-1.106618e-003
1.046958741603611e-002	2.763353e-001	3.163268e+000	-1.374935e-003
1.048081348715736e-002	3.524301e-001	3.595827e+000	-1.796284e-003
1.049322813876724e-002	3.726259e-001	4.021278e+000	-2.326977e-003
1.050723149732398e-002	3.047441e-001	4.322234e+000	-2.876142e-003
1.052354058840347e-002	1.297804e-001	4.380697e+000	-3.323313e-003
1.053359160287071e-002	-1.824809e-002	4.224138e+000	-3.422645e-003
1.054176441864235e-002	-1.522702e-001	3.959903e+000	-3.346386e-003
1.055035060004495e-002	-2.858026e-001	3.583402e+000	-3.116925e-003
1.056069310824083e-002	-4.158069e-001	3.057634e+000	-2.678725e-003
1.057214192261127e-002	-4.978896e-001	2.468315e+000	-2.057361e-003
1.058522580389153e-002	-5.006379e-001	1.882885e+000	-1.282623e-003
1.059536715805167e-002	-4.310168e-001	1.559845e+000	-7.153332e-004
1.060274010206693e-002	-3.362606e-001	1.442087e+000	-3.718519e-004
